Item,Description,Dim,Dimension,GDim,Tipo,Unit
Item_351,BACALAO LING 16/20 SUP 7/8,7001,Bacalao,Productos del Mar,Venta,KG
Item_352,NORWEGIAN COD LOIN MACRO,7001,Bacalao,Productos del Mar,Venta,PZ
Item_353,"EXTRA CAMPECHE COD ""E""",7005,Campeche,Productos del Mar,Venta,KG
Item_354,SODIUM BENZOATE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_355,ASSORTED SNACK,5031,Botanas,Producción,Procesadora,KG
Item_356,LAYFER BOOT 1/2 KG,5031,Botanas,Producción,Procesadora,KG
Item_357,FINE ASSORTED SNACK,5031,Botanas,Producción,Procesadora,KG
Item_358,BULK ASSORTED SNACKS,5031,Botanas,Producción,Procesadora,KG
Item_359,THIN ENCHILADA BOOT 10K,5031,Botanas,Producción,Procesadora,KG
Item_360,WHOLE COCOA,8023,Cacao,Semillas,Venta,KG
Item_361,CANDIED PEANUT,5030,Dulces,Producción,Procesadora,KG
Item_362,CHILLED PEANUTS,5031,Botanas,Producción,Procesadora,KG
Item_363,SALTED PEANUT,5031,Botanas,Producción,Procesadora,KG
Item_364,SPANISH PEANUT,5031,Botanas,Producción,Procesadora,KG
Item_365,JAPANESE PEANUTS,5031,Botanas,Producción,Procesadora,KG
Item_366,GARAPINATED PEANUT 10k,5031,Botanas,Producción,Procesadora,KG
Item_367,EXTRA RAW PEANUT,4011,Cacahuates,Frutas Secas,Venta,KG
Item_368,PRIMERA RAW PEANUT,4011,Cacahuates,Frutas Secas,Venta,KG
Item_369,EXTRA ROASTED PEANUT,4011,Cacahuates,Frutas Secas,Venta,KG
Item_370,FIRST ROASTED PEANUT,4011,Cacahuates,Frutas Secas,Venta,KG
Item_371,PEANUT DON PANCHO PASTA,4011,Cacahuates,Frutas Secas,Venta,KG
Item_372,DO NOT USE,4011,Cacahuates,Frutas Secas,Venta,PZ
Item_373,PEANUT WITH SHELL,4011,Cacahuates,Frutas Secas,Venta,KG
Item_374,SPANISH PEANUT WITH GARLIC,5031,Botanas,Producción,Procesadora,KG
Item_375,SRANCIO PIÑATERO PEANUT,4011,Cacahuates,Frutas Secas,Venta,KG
Item_376,GOLD FRITZ JAPANESE PEANUTS,5031,Botanas,Producción,Procesadora,PZ
Item_377,YENS SALTED PEANUTS,5031,Botanas,Producción,Procesadora,KG
Item_378,YENS ENCHILADO PEANUT,5031,Botanas,Producción,Procesadora,KG
Item_379,SPANISH PEANUT YENS,5031,Botanas,Producción,Procesadora,KG
Item_380,SPANISH PEANUT GARLIC YENS,5031,Botanas,Producción,Procesadora,KG
Item_381,JAPANESE PEANUT YENS,5031,Botanas,Producción,Procesadora,KG
Item_382,CANDIED PEANUT 6COL C/10K,5030,Dulces,Producción,Procesadora,KG
Item_383,CAFE CLASICO 4/1,1224,Abarrotes,Abarrotes,Venta,PZ
Item_384,CAFE CLASICO 12/200,1224,Abarrotes,Abarrotes,Venta,PZ
Item_385,CAFE DE GRANO,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_386,HIGH POWDER COFFEE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_387,COFFEE WITH CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_388,CAJETA REAL POTOSI 1.2KG,1224,Abarrotes,Abarrotes,Venta,PZ
Item_389,DO NOT USE,1224,Abarrotes,Abarrotes,Venta,PZ
Item_390,PUMPKIN,9001,Verduras,Frutas y verduras,Venta,KG
Item_391,HARD PASTA CALENDAR,1901,[M] Promocionales,Abarrotes,Venta,PZ
Item_392,PARCHMENT CALENDAR,1901,[M] Promocionales,Abarrotes,Venta,PZ
Item_393,GARBAGE SHRIMP,7002,Camaron,Productos del Mar,Venta,KG
Item_394,HEAD SHRIMP,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_395,HEADLESS CAMPECHE SHRIMP,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_396,SHRIMP POWDER,5006,Camaron M,Producción,Venta,KG
Item_397,RED ESCUINAPA SHRIMP 18GMS,7002,Camaron,Productos del Mar,Venta,KG
Item_398,BIG MATAMOROS SHRIMP,7002,Camaron,Productos del Mar,Venta,KG
Item_399,ESCUINAPA PULP SHRIMP,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_400,MEDIUM ESTERO SHRIMP WITH HEAD,7002,Camaron,Productos del Mar,Venta,KG
Item_401,MEDIUM ESTERO SHRIMP WITHOUT HEAD,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_402,CAMARON MATAMOROS C/CABEZ,7002,Camaron,Productos del Mar,Venta,KG
Item_403,MATAMOROS SHRIMP WITHOUT HEAD,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_404,ESCUINAPA SHRIMP 32 GRS,7002,Camaron,Productos del Mar,Venta,KG
Item_405,ESCUINAPA SHRIMP 27 GRS,7002,Camaron,Productos del Mar,Venta,KG
Item_406,ESCUINAPA SHRIMP 22 GRS,7002,Camaron,Productos del Mar,Venta,KG
Item_407,ESCUINAPA SHRIMP 17 GRS,7002,Camaron,Productos del Mar,Venta,KG
Item_408,ESCUINAPA SHRIMP 16 GRS,7002,Camaron,Productos del Mar,Venta,KG
Item_409,MEDIUM ESTERO SHRIMP C/C,7002,Camaron,Productos del Mar,Venta,KG
Item_410,ESCUINAPA SHRIMP 11 - 12 GRS,7002,Camaron,Productos del Mar,Venta,KG
Item_411,MEDIUM SHRIMP WITH HEAD,7002,Camaron,Productos del Mar,Venta,KG
Item_412,CAMARON PIGUA,7002,Camaron,Productos del Mar,Venta,KG
Item_413,CAMARON ESTERO MED S/C,7002,Camaron,Productos del Mar,Venta,KG
Item_414,CAMARON MATAMOROS CH C/C,7002,Camaron,Productos del Mar,Venta,KG
Item_415,CAMARON MATAMOROS MED C/C,7002,Camaron,Productos del Mar,Venta,KG
Item_416,ESTERO GRANDE SHRIMP C/C,7002,Camaron,Productos del Mar,Venta,KG
Item_417,MATAMOROS PULP SHRIMP,7007,Camaron Procesado,Productos del Mar,Venta,KG
Item_418,RUIMEX TRUCKS,1400,Buscar,Abarrotes,Venta,PZ
Item_419,BASKETS FOR FRYERS,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_420,CANELA #2 CANELON,3002,Canela,Especias,Venta,KG
Item_421,CINNAMON #4 CONTINENTAL,3002,Canela,Especias,Venta,KG
Item_422,CINNAMON #5 CONTINENTAL,3002,Canela,Especias,Venta,KG
Item_423,CINNAMON #5 SPECIAL,3002,Canela,Especias,Venta,KG
Item_424,EXTRA CINNAMON,3002,Canela,Especias,Venta,KG
Item_425,CINNAMON H1,3002,Canela,Especias,Venta,KG
Item_426,BULK GROUND CINNAMON,5004,Especias M,Producción,Procesadora,KG
Item_427,PURE GROUND CINNAMON,5004,Especias M,Producción,Procesadora,KG
Item_428,BROKEN CINNAMON,3002,Canela,Especias,Venta,KG
Item_429,CINNAMON QUILY BULK,3002,Canela,Especias,Venta,KG
Item_430,CUT CUT 12cm,3002,Canela,Especias,Venta,KG
Item_431,CINNAMON PIECE,3002,Canela,Especias,Venta,KG
Item_432,GROUND CINNAMON C/30 PCS,5004,Especias M,Producción,Procesadora,KG
Item_433,BROKEN CINNAMON PIECE,3002,Canela,Especias,Venta,KG
Item_434,CINNAMON CLOVER CUT WITH 30TUBS,3002,Canela,Especias,Venta,KG
Item_435,LONG CLOVER CINNAMON 30 TUBES,3002,Canela,Especias,Venta,KG
Item_436,0,3002,Canela,Especias,Venta,PZ
Item_437,EXTRA CUT CINNAMON 24PCS,3002,Canela,Especias,Venta,PZ
Item_438,SPECIAL CUT CINNAMON 24PCS,3002,Canela,Especias,Venta,PZ
Item_439,CUT CINNAMON 5 CONTI 22PCS,3002,Canela,Especias,Venta,PZ
Item_440,CUT 4 CONTI 21PZ,3002,Canela,Especias,Venta,PZ
Item_441,CUT LINER H2 C/19PZ,3002,Canela,Especias,Venta,KG
Item_442,CUT CUT SHIN C-4 C/25PZ,3002,Canela,Especias,Venta,KG
Item_443,BTO CARBONATE 50KG,1217,Carbonato,Abarrotes,Venta,KG
Item_444,CARBONATE ABOUT,1217,Carbonato,Abarrotes,Venta,PZ
Item_445,CARDAMOMO GRANEL,8025,Cardamomo,Semillas,Venta,KG
Item_446,BROWN,1302,Navideños,Abarrotes,Venta,KG
Item_447,PEARL BARLEY,8021,Cebada,Semillas,Venta,KG
Item_448,GROUND ONION WITH SALT,5007,Molidos,Producción,Procesadora,KG
Item_449,GROUND ONION WITHOUT SALT,5007,Molidos,Producción,Procesadora,KG
Item_450,CHERRY SYRUP 70 GMS,4001,Cerezas,Frutas Secas,Venta,KG
Item_451,CHERRY SYRUP 140 GMS,4001,Cerezas,Frutas Secas,Venta,KG
Item_452,CHERRY SYRUP 300 GMS,4001,Cerezas,Frutas Secas,Venta,KG
Item_453,SYRUP CHERRY 1 KG,4001,Cerezas,Frutas Secas,Venta,KG
Item_454,RED CHERRY C/R GALLON 3.62 DAY,4001,Cerezas,Frutas Secas,Venta,KG
Item_455,RED CHERRY WITHOUT TAIL DIANA,4001,Cerezas,Frutas Secas,Venta,PZ
Item_456,GREEN CHERRY WITH DIANA TAIL,4001,Cerezas,Frutas Secas,Venta,PZ
Item_457,GREEN CHERRY WITHOUT TAIL DIANA,4001,Cerezas,Frutas Secas,Venta,KG
Item_458,RED CHERRY WITH TAIL IN BULK,4001,Cerezas,Frutas Secas,Venta,KG
Item_459,RED CHERRY WITHOUT TAIL IN BULK,4001,Cerezas,Frutas Secas,Venta,KG
Item_460,GREEN CHERRY WITH TAIL IN BULK,4001,Cerezas,Frutas Secas,Venta,KG
Item_461,GREEN CHERRY WITHOUT TAIL IN BULK,4001,Cerezas,Frutas Secas,Venta,KG
Item_462,CHERRY WITH CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_463,CHAMPINON C4K,9001,Verduras,Frutas y verduras,Venta,KG
Item_464,CHANTILLIY 2KG,1224,Abarrotes,Abarrotes,Venta,KG
Item_465,CHARAL AMARILLO,7003,Charal,Productos del Mar,Venta,KG
Item_466,CHARAL CHAPALA CON SAL,7003,Charal,Productos del Mar,Venta,KG
Item_467,CHARAL CHAPALA SIN SAL,7003,Charal,Productos del Mar,Venta,KG
Item_468,CHARAL GUERRERO,7003,Charal,Productos del Mar,Venta,KG
Item_469,SILVER CHARAL,7003,Charal,Productos del Mar,Venta,KG
Item_470,CHARAL TRIPILLA,7003,Charal,Productos del Mar,Venta,KG
Item_471,ruimex JACKET,1904,[M] Uniformes,Abarrotes,Venta,PZ
Item_472,DIVIDE,8019,Chia,Semillas,Venta,KG
Item_473,PIQUIN MOLIDO C/LEMON,5003,Chiles M,Producción,Procesadora,KG
Item_474,CHILTAJIN,5003,Chiles M,Producción,Procesadora,KG
Item_475,GROUND GUAJILLO CHILI,5003,Chiles M,Producción,Procesadora,KG
Item_476,CHILE MARTAJADO TREE,5003,Chiles M,Producción,Procesadora,KG
Item_477,GROUND TREE CHILI,5003,Chiles M,Producción,Procesadora,KG
Item_478,SPECIAL GROUND PIQUIN CHILE,5003,Chiles M,Producción,Procesadora,KG
Item_479,CHIHUAHUA TREE S/P EXTRA,2020,Chihuahua,Chiles Secos,Procesadora,KG
Item_480,GROUND PIQUIN WITH EXTRA LEMON,5003,Chiles M,Producción,Procesadora,KG
Item_481,GROUND PIQUIN WITH LEMON COMERC,5003,Chiles M,Producción,Procesadora,KG
Item_482,CHILE CHIHUAHUA TREE,2020,Chihuahua,Chiles Secos,Venta,KG
Item_483,NATURAL JUANITO CHILE,5005,Saborizantes,Producción,Procesadora,KG
Item_484,JUANITO CHILI MANGO FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_485,JUANITO CHILE BLUE BLACKBERRY FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_486,JUANITO CHILE GRAPE FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_487,JUANITO CHILE STRAWBERRY FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_488,JUANITO CHILE WATERMELON FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_489,GROUND ANCHO CHILI,5003,Chiles M,Producción,Procesadora,KG
Item_490,JUANITO CHILE TAMARIND FLAVOR,5005,Saborizantes,Producción,Procesadora,KG
Item_491,do not use,1224,Abarrotes,Abarrotes,Venta,KG
Item_492,SCRAMBLED CHILLIES,2500,Mermas chile,Chiles Secos,Venta,KG
Item_493,CHAMOY CHILI POWDER,5005,Saborizantes,Producción,Procesadora,KG
Item_494,DARK ANCHO CHILI FLOWER,2010,Ancho,Chiles Secos,Venta,KG
Item_495,SUPER IRONED ANCHO CHILI,2010,Ancho,Chiles Secos,Venta,KG
Item_496,SUPER ANCHO CHILE,2010,Ancho,Chiles Secos,Venta,KG
Item_497,IRONED EXTRA WIDE CHILI,2010,Ancho,Chiles Secos,Venta,KG
Item_498,EXTRA WIDTH CHILI,2010,Ancho,Chiles Secos,Venta,KG
Item_499,ANCHO RED CHILE FLOWER,2010,Ancho,Chiles Secos,Venta,KG
Item_500,DARK ANCHO CHILI FLOWER,2010,Ancho,Chiles Secos,Venta,KG
Item_501,EXTRA DARK ANCHO CHILI,2010,Ancho,Chiles Secos,Venta,KG
Item_502,IRONED RED ANCHO CHILI 1,2010,Ancho,Chiles Secos,Venta,KG
Item_503,FIRST IRONED ANCHO CHILE,2010,Ancho,Chiles Secos,Venta,KG
Item_504,CHILE ANCHO PRIMERA,2010,Ancho,Chiles Secos,Venta,KG
Item_505,CHILE ANCHO PRIMERA B,2010,Ancho,Chiles Secos,Venta,KG
Item_506,CHILE COMMERCIAL WIDTH,2010,Ancho,Chiles Secos,Venta,KG
Item_507,CHILI ANCHO SECONDA,2010,Ancho,Chiles Secos,Venta,KG
Item_508,CHILE ANCHO TERCERA,2010,Ancho,Chiles Secos,Venta,KG
Item_509,VARIOUS CHILE NAILED,2500,Mermas chile,Chiles Secos,Venta,KG
Item_510,GENERIC ANCHO CHILI FOR COMP,2010,Ancho,Chiles Secos,Venta,KG
Item_511,CHILE TREE YUNAN C/PATA FLOR,2040,Yunan,Chiles Secos,Venta,KG
Item_512,CHILE ARBOL YUNAN C/PATA SUPER,2040,Yunan,Chiles Secos,Venta,KG
Item_513,CHILE ARBOL YUNAN C/PATA SUPER,2040,Yunan,Chiles Secos,Venta,KG
Item_514,CHILE TREE YUNAN WITH EXTRA LEG,2040,Yunan,Chiles Secos,Venta,KG
Item_515,CHILE TREE YUNAN WITH EXTRA LEG,2040,Yunan,Chiles Secos,Venta,KG
Item_516,CHILE TREE YUNAN C/PATA ROJO,2040,Yunan,Chiles Secos,Venta,KG
Item_517,CHILE TREE YUNAN C/PATA OSCUR,2040,Yunan,Chiles Secos,Venta,KG
Item_518,CHILE TREE YUNAN C/PATA OSCUR,2040,Yunan,Chiles Secos,Venta,KG
Item_519,CHILE TREE YUNAN C/PATA ROJO,2040,Yunan,Chiles Secos,Venta,KG
Item_520,CHILE TREE YUNAN C/PATA PRIME,2040,Yunan,Chiles Secos,Venta,KG
Item_521,CHILE TREE YUNAN C/PATA PRIME,2040,Yunan,Chiles Secos,Venta,KG
Item_522,CHILE TREE YUNAN C/PATA PRIME,2040,Yunan,Chiles Secos,Venta,KG
Item_523,CHILE TREE YUNAN C/PATA COMER,2040,Yunan,Chiles Secos,Venta,KG
Item_524,CHILE ARBOL YUNAN C/PATA SEGUN,2040,Yunan,Chiles Secos,Venta,KG
Item_525,CHILE TREE YUNAN C/PATA TERCE,2040,Yunan,Chiles Secos,Venta,KG
Item_526,CHILE TREE YUNAN C/PATA CLAVA,2040,Yunan,Chiles Secos,Venta,KG
Item_527,CHILE TREE YUNAN C/PATA GENER,2040,Yunan,Chiles Secos,Venta,KG
Item_528,CHILE TREE WITH EXTRA LEG,2050,Arbol,Chiles Secos,Venta,KG
Item_529,CHILE TREE WITH FIRST LEG,2050,Arbol,Chiles Secos,Venta,KG
Item_530,CHILE ARBOL C/PATA GENERIC PA,2050,Arbol,Chiles Secos,Venta,KG
Item_531,CHILE HINDU TREE WITH EXTRA LEG,2030,Arbol,Chiles Secos,Venta,KG
Item_532,CHILE HINDU TREE WITH PATA PRIME,2030,Arbol,Chiles Secos,Venta,KG
Item_533,CHILE HINDU TREE WITH PATA GENER,2030,Arbol,Chiles Secos,Venta,KG
Item_534,HINDU ARBOL WITHOUT PAW b/25k,2030,Arbol,Chiles Secos,Venta,KG
Item_535,CHILE TREE HINDU S/PATA PRIME,2030,Arbol,Chiles Secos,Venta,KG
Item_536,CHILE HINDU TREE S/PATA GENER,2030,Arbol,Chiles Secos,Venta,KG
Item_537,PURE GROUND TREE CHILI GENERI,5003,Chiles M,Producción,Procesadora,KG
Item_538,CHILE ARBOL YUNAN S/PATA,2040,Yunan,Chiles Secos,Venta,KG
Item_539,0,2040,Yunan,Chiles Secos,Venta,Pz
Item_540,CHILE ARBOL YUNAN S/PATA,2040,Yunan,Chiles Secos,Venta,KG
Item_541,EXTRA MARBLE CHILE,2080,Canica,Chiles Secos,Venta,KG
Item_542,CHILE MARBLE FIRST,2080,Canica,Chiles Secos,Venta,KG
Item_543,CHILE CANICA GENERIC FOR COM,2080,Canica,Chiles Secos,Venta,KG
Item_544,EXTRA CASCABEL CHILE,2090,Cascabel,Chiles Secos,Venta,KG
Item_545,CHILE CASCABEL PRIMERA,2090,Cascabel,Chiles Secos,Venta,KG
Item_546,CHILE CASCABEL EXTRA BULK/8K,2090,Cascabel,Chiles Secos,Venta,KG
Item_547,EXTRA CATARINA CHILE,2100,Catarina,Chiles Secos,Venta,KG
Item_548,CHILE CATARINA PRIMERA,2100,Catarina,Chiles Secos,Venta,KG
Item_549,CHILE CATARINA GENERIC FOR C,2100,Catarina,Chiles Secos,Venta,KG
Item_550,CHILE LEMON,5003,Chiles M,Producción,Procesadora,KG
Item_551,GROUND CHILTAJIN CHILI,5003,Chiles M,Producción,Procesadora,KG
Item_552,CHILE CHIPOTLE EXTRA,2110,Chipotle,Chiles Secos,Venta,KG
Item_553,CHIPOTLE FIRST CHILE,2110,Chipotle,Chiles Secos,Venta,KG
Item_554,GENERIC CHIPOTLE CHILE FOR C,2110,Chipotle,Chiles Secos,Venta,KG
Item_555,CHILE EXTRA COST,2120,Costeño,Chiles Secos,Venta,KG
Item_556,CHILE COSTENO FIRST,2120,Costeño,Chiles Secos,Venta,KG
Item_557,CHILE COSTENO GENERIC PARA CO,2120,Costeño,Chiles Secos,Venta,KG
Item_558,GUAJILLO CHILE FLOWER,2130,Guajillo,Chiles Secos,Venta,KG
Item_559,IMPORTED GUAJILLO CHILE 12k,2130,Guajillo,Chiles Secos,Venta,KG
Item_560,CHILE GUAJILLO SUPER,2130,Guajillo,Chiles Secos,Venta,KG
Item_561,EXTRA IRONED GUAJILLO CHILE,2130,Guajillo,Chiles Secos,Venta,KG
Item_562,CHILE GUAJILLO EXTRA,2130,Guajillo,Chiles Secos,Venta,KG
Item_563,HYBRID GUAJILLO CHILE,2130,Guajillo,Chiles Secos,Venta,KG
Item_564,DARK GUAJILLO CHILE FLOWER,2130,Guajillo,Chiles Secos,Venta,KG
Item_565,DARK GUAJILLO CHILE FIRST,2130,Guajillo,Chiles Secos,Venta,KG
Item_566,GUAJILLO RED CHILE PRIMERA,2130,Guajillo,Chiles Secos,Venta,KG
Item_567,CHILE GUAJILLO,2130,Guajillo,Chiles Secos,Venta,KG
Item_568,CHILE GUAJILLO PRIMERA,2130,Guajillo,Chiles Secos,Venta,KG
Item_569,CHILE GUAJILLO PRIMERA B,2130,Guajillo,Chiles Secos,Venta,KG
Item_570,COMMERCIAL GUAJILLO CHILE,2130,Guajillo,Chiles Secos,Venta,KG
Item_571,CHILE GUAJILLO SECOND,2130,Guajillo,Chiles Secos,Venta,KG
Item_572,CHILE GUAJILLO TERCERA,2130,Guajillo,Chiles Secos,Venta,KG
Item_573,CLAVADO GUAJILLO CHILE,2130,Guajillo,Chiles Secos,Venta,KG
Item_574,CHILE IS OUR GUAJILLO,2130,Guajillo,Chiles Secos,Venta,KG
Item_575,GENERIC GUAJILLO CHILE FOR C,2130,Guajillo,Chiles Secos,Venta,KG
Item_576,CHILE GUAJON FLOR,2140,Guajón,Chiles Secos,Venta,KG
Item_577,SUPER IRONED GUAJON CHILE,2140,Guajón,Chiles Secos,Venta,KG
Item_578,CHILE GUAJON SUPER,2140,Guajón,Chiles Secos,Venta,KG
Item_579,EXTRA IRONED GUAJON CHILE,2140,Guajón,Chiles Secos,Venta,KG
Item_580,CHILE GUAJON EXTRA,2140,Guajón,Chiles Secos,Venta,KG
Item_581,RED GUAJON CHILE FLOWER,2140,Guajón,Chiles Secos,Venta,KG
Item_582,CHILI GUAJON DARK FLOWER,2140,Guajón,Chiles Secos,Venta,KG
Item_583,CHILE GUAJON DARK FIRST,2140,Guajón,Chiles Secos,Venta,KG
Item_584,FIRST RED GUAJON CHILE,2140,Guajón,Chiles Secos,Venta,KG
Item_585,FIRST IRONING GUAJON CHILE,2140,Guajón,Chiles Secos,Venta,KG
Item_586,CHILE GUAJON 1°A DARK,2140,Guajón,Chiles Secos,Venta,KG
Item_587,CHILE GUAJON PRIMERA B,2140,Guajón,Chiles Secos,Venta,KG
Item_588,COMMERCIAL GUAJON CHILE,2140,Guajón,Chiles Secos,Venta,KG
Item_589,CHILE GUAJON SECOND,2140,Guajón,Chiles Secos,Venta,KG
Item_590,CHILE GUAJON TERCERA,2140,Guajón,Chiles Secos,Venta,KG
Item_591,CLAVADO GUAJON CHILE,2140,Guajón,Chiles Secos,Venta,KG
Item_592,PERUVIAN GUAJON CHILE C/12.5,2140,Guajón,Chiles Secos,Venta,KG
Item_593,BULK GUEROS CHILLIES C/10KG,1208,Chiles güeros,Abarrotes,Venta,KG
Item_594,CHILE GUEROS BOYS IN BULK,1208,Chiles güeros,Abarrotes,Venta,KG
Item_595,CHILE LONG GUEROS IN BULK,1208,Chiles güeros,Abarrotes,Venta,KG
Item_596,MORA CHILE WITH EXTRA LEG,2150,Mora,Chiles Secos,Venta,KG
Item_597,CHILE MORA C/PATA PRIMERA,2150,Mora,Chiles Secos,Venta,KG
Item_598,CHILE MORA C/PATA TERCERA,2150,Mora,Chiles Secos,Venta,KG
Item_599,BLACK CHILE WITH EXTRA LEG,2150,Mora,Chiles Secos,Venta,KG
Item_600,CHILE MORA S/PATA PRIMERA,2150,Mora,Chiles Secos,Venta,KG
Item_601,CHILE MORA S/PATA GENERIC PAR,2150,Mora,Chiles Secos,Venta,KG
Item_602,EXTRA MORITA CHILE,2160,Morita,Chiles Secos,Venta,KG
Item_603,CHILE MORITA PRIMERA,2160,Morita,Chiles Secos,Venta,KG
Item_604,CHILE MORITA TERCERA,2160,Morita,Chiles Secos,Venta,KG
Item_605,MULATO FLOWER CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_606,SUPER IRONED MULATTO CHILI,2170,Mulato,Chiles Secos,Venta,KG
Item_607,SUPER MULATO CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_608,EXTRA IRONED MULATO CHILI,2170,Mulato,Chiles Secos,Venta,KG
Item_609,EXTRA MULATO CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_610,MULATTO RED FLOWER CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_611,DARK MULATTO CHILI FLOWER,2170,Mulato,Chiles Secos,Venta,KG
Item_612,DARK MULATO CHILE FIRST,2170,Mulato,Chiles Secos,Venta,KG
Item_613,FIRST RED MULATTO CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_614,FIRST IRONED MULATO CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_615,CHILE MULATO FIRST,2170,Mulato,Chiles Secos,Venta,KG
Item_616,CHILE MULATO FIRST B,2170,Mulato,Chiles Secos,Venta,KG
Item_617,MULATTO CHILE FLOWER OF BOX,2170,Mulato,Chiles Secos,Venta,KG
Item_618,CHILE MULATO SECOND,2170,Mulato,Chiles Secos,Venta,KG
Item_619,CHILE MULATO TERCERA,2170,Mulato,Chiles Secos,Venta,KG
Item_620,NAILED MULATO CHILE,2170,Mulato,Chiles Secos,Venta,KG
Item_621,CHILE MULATTO GENERIC FOR COM,2170,Mulato,Chiles Secos,Venta,KG
Item_622,CHILE PASILLA FLOR,2180,Pasilla,Chiles Secos,Venta,KG
Item_623,SUPER IRONED PASILLA CHILE,2180,Pasilla,Chiles Secos,Venta,KG
Item_624,CHILE PASILLA SUPER,2180,Pasilla,Chiles Secos,Venta,KG
Item_625,EXTRA IRONED PASILLA CHILI,2180,Pasilla,Chiles Secos,Venta,Pz
Item_626,EXTRA PASILLA CHILI,2180,Pasilla,Chiles Secos,Venta,KG
Item_627,CHILE PASILLA RED FLOWER,2180,Pasilla,Chiles Secos,Venta,KG
Item_628,CHILI PASILLA DARK FLOWER,2180,Pasilla,Chiles Secos,Venta,KG
Item_629,CHILE DARK HALL FIRST,2180,Pasilla,Chiles Secos,Venta,KG
Item_630,CHILE PASILLA RED PRIMERA,2180,Pasilla,Chiles Secos,Venta,KG
Item_631,PASILLA,2180,Pasilla,Chiles Secos,Venta,KG
Item_632,CHILE FIRST Aisle,2180,Pasilla,Chiles Secos,Venta,KG
Item_633,CHILE FIRST Aisle B,2180,Pasilla,Chiles Secos,Venta,KG
Item_634,CHILE COMMERCIAL HALL,2180,Pasilla,Chiles Secos,Venta,KG
Item_635,CHILE SECOND Aisle,2180,Pasilla,Chiles Secos,Venta,KG
Item_636,CHILE THIRD Aisle,2180,Pasilla,Chiles Secos,Venta,KG
Item_637,NAILED PASILLA CHILE,2180,Pasilla,Chiles Secos,Venta,KG
Item_638,CHILI CASH AISLE,2180,Pasilla,Chiles Secos,Venta,KG
Item_639,EXTRA BIRD'S BEAK CHILE,2190,Pico de Pájaro,Chiles Secos,Venta,KG
Item_640,CHILE BIRD'S BEAK FIRST,2190,Pico de Pájaro,Chiles Secos,Venta,KG
Item_641,GENERIC BIRD'S BEAK CHILE,2190,Pico de Pájaro,Chiles Secos,Venta,KG
Item_642,CHILE PIQUIN EXTRA,2200,Piquín,Chiles Secos,Venta,KG
Item_643,WHOLE PIQUIN CHILE,2200,Piquín,Chiles Secos,Venta,KG
Item_644,CHILE PIQUIN GENERIC PARA COM,2200,Piquín,Chiles Secos,Venta,KG
Item_645,CHILE EXTRA NATIONAL PULLA,2210,Pulla,Chiles Secos,Venta,KG
Item_646,CHILE FIRST NATIONAL PULLA,2210,Pulla,Chiles Secos,Venta,KG
Item_647,CHILE NATIONAL PULLA 2nd,2210,Pulla,Chiles Secos,Venta,KG
Item_648,DO NOT USE ARCHILE SAN MARCOS,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_649,CHILI FLOWER SEED,2900,Chiles Varios,Chiles Secos,Venta,KG
Item_650,SERRANO FLOWER CHILE,2220,Serrano,Chiles Secos,Venta,KG
Item_651,CHILE PULLA IMP BOX,2220,Serrano,Chiles Secos,Venta,KG
Item_652,CHILE SERRANO SUPER,2220,Serrano,Chiles Secos,Venta,KG
Item_653,EXTRA IRONED SERRANO CHILE,2220,Serrano,Chiles Secos,Venta,KG
Item_654,EXTRA SERRANO CHILE,2220,Serrano,Chiles Secos,Venta,KG
Item_655,RED SERRANO CHILE FLOWER,2220,Serrano,Chiles Secos,Venta,KG
Item_656,DARK SERRANO CHILE FLOWER,2220,Serrano,Chiles Secos,Venta,KG
Item_657,CHILE SERRANO DARK FIRST,2220,Serrano,Chiles Secos,Venta,KG
Item_658,SERRANO RED CHILE PRIMERA,2220,Serrano,Chiles Secos,Venta,KG
Item_659,CHILE SERRANO,2220,Serrano,Chiles Secos,Venta,KG
Item_660,CHILE SERRANO FIRST,2220,Serrano,Chiles Secos,Venta,KG
Item_661,CHILE SERRANO PRIMERA B,2220,Serrano,Chiles Secos,Venta,KG
